TF_gene,Target_gene
SUMO1,LASS2
RELA,SP1
SUMO1,SP1
AHR,SP1
STAT1,SP1
ATF4,SP1
ATF4,HAT1
STAT1,PSMD8
CTCF,PSMD8
SUMO2,ZWINT
ATF4,MMP12
BATF3,MMP12
STAT1,MMP12
IRF4,MMP12
IRF1,TAF7
IRF4,TAF7
IRF1,TNF
NFKB1,TNF
RELA,TNF
IRF4,TNF
ATF4,TNF
STAT1,TNF
SUMO2,RPS11
IRF1,CST3
BATF3,CST3
IRF4,CST3
ATF4,CST3
STAT1,CST3
EGR1,B3GNT2
STAT3,B3GNT2
IRF1,AP2S1
STAT1,SIRT2
RELA,SIRT2
CTCF,RPL18A
RELA,RPL18A
RELA,RPL24
SUMO2,RPL24
ATF4,MGST1
ETS2,NDUFA10
ATF4,NDUFA10
BATF3,NDUFA10
ATF4,YWHAH
MAFF,1600029D21RIK
SUMO2,MYEF2
IRF1,MYEF2
RELA,MYEF2
CTCF,MGST3
ATF4,PGK1
RELA,PGK1
CTCF,CEBPA
ATF4,CEBPA
SUMO2,CEBPA
ATF4,HMGB2
CTCF,USF2
STAT1,USF2
ATF4,RPS3
IRF4,MRPL52
ATF4,MRPL52
RELA,MRPL52
BATF3,MRPL52
STAT3,MRPL52
ATF4,POLR2H
CTCF,POLR2H
SUMO1,ARL6IP1
STAT1,ARL6IP1
CTCF,ARL6IP1
IRF1,ARL6IP1
IRF4,ZEB2
SUMO2,GLIPR1
RELA,GLIPR1
ATF4,GLIPR1
CTCF,KLF4
CTCF,TXN2
IRF4,H2-D1
ATF4,H2-D1
STAT3,H2-D1
IRF1,CD48
IRF4,CD48
CTCF,CIB1
SUMO2,RHOA
ATF4,RHOA
STAT1,RHOA
BATF3,RHOA
CTCF,FLI1
ATF4,FLI1
IRF4,MYD88
ATF4,MYD88
IRF1,MYD88
EGR1,MYD88
STAT3,MYD88
RELA,MYD88
STAT1,ARF4
IRF4,ARF4
ATF4,TECR
STAT1,TECR
ATF4,H3F3A
SUMO2,H3F3A
STAT1,NDUFS5
RELA,CD302
ATF4,CD302
STAT3,ATP5J2
CTCF,ATP5J2
BATF3,P4HB
EGR1,P4HB
IRF1,PSMB9
STAT1,PSMB9
BATF3,PSMB9
ATF4,MBNL1
RELA,MBNL1
BATF3,MBNL1
IRF4,MBNL1
IRF1,MBNL1
SUMO2,BACH1
IRF4,BACH1
STAT1,AK185681
IRF1,MSR1
BATF3,TBXAS1
STAT1,SEPT2
CTCF,SEPT2
ATF4,SEPT2
STAT3,TLR4
IRF4,TLR4
BATF3,TLR4
IRF1,TLR4
CTCF,AURKAIP1
CTCF,MRPS18A
IRF1,MRPS18A
BATF3,MRPS18A
IRF1,GRN
RELA,GRN
CTCF,GRN
SUMO2,BHLHE40
CTCF,BHLHE40
STAT3,BHLHE40
SUMO1,SMARCC2
CTCF,SMARCC2
SUMO2,SMARCC2
IRF4,CASP1
IRF1,CASP1
ATF4,CASP1
ATF4,TAF6
ATF4,TMSB10
IRF1,RPL19
IRF1,1500003O03RIK
CTCF,1500003O03RIK
IRF4,PIN4
MAFF,FTL1
ATF4,FTL1
RELA,FTL1
CTCF,FTL1
IRF1,FTL1
RELA,TOX4
CTCF,TOX4
RELA,PSMB3
SUMO2,PSMB3
ATF4,PSMB3
SUMO2,ATP6AP2
IRF4,ATP6AP2
CTCF,PLD4
STAT3,PLD4
BATF3,PLD4
IRF1,PLP2
RELA,PLP2
BATF3,PLP2
CTCF,GADD45B
IRF4,GADD45B
RELA,GADD45B
STAT3,GADD45B
IRF1,NIPSNAP3B
BATF3,NIPSNAP3B
ATF4,KDM5C
AHR,KDM5C
CTCF,EWSR1
BATF3,EWSR1
IRF1,EWSR1
CTCF,TRAM1
SUMO2,CLDND1
BATF3,CCL17
IRF4,CCL17
RELA,CCL17
CTCF,FCRLS
STAT3,RNH1
RELA,RNH1
STAT1,RNH1
CTCF,MDM2
STAT3,RPS24
BATF3,RPS24
SUMO2,SRGN
ATF4,IFITM2
SUMO2,IFITM2
IRF4,IVNS1ABP
IRF4,MPEG1
STAT1,MPEG1
ATF4,SERTAD2
STAT3,DAP
IRF4,DAP
ATF4,PA2G4
CTCF,RPL7A
CTCF,PPP2R5C
EGR1,PPP2R5C
ATF4,PPP2R5C
BATF3,REXO2
EGR1,RPS25
SUMO2,RPS25
BATF3,GM2A
STAT1,TSG101
IRF1,MATR3
SUMO2,MATR3
EGR1,IDH3B
RELA,BLVRB
ATF4,BLVRB
IRF1,BLVRB
IRF1,BRP44L
BATF3,BRP44L
SUMO2,H2AFV
EGR1,H2AFV
ATF4,H2AFV
CTCF,YWHAE
SUMO2,VTA1
IRF4,VTA1
CTCF,VTA1
EGR1,VTA1
CTCF,FCGR2B
BATF3,PKM2
IRF4,ATP5G1
CTCF,ATP5G1
IRF4,NAGA
IRF1,GYG
STAT3,GYG
SUMO2,GYG
IRF4,GYG
MAFF,GYG
ATF4,GYG
BATF3,GYG
IRF4,CDC5L
EGR1,ARPC5
CTCF,ARPC5
RELA,SLFN2
STAT1,SLFN2
ATF4,SLFN2
IRF1,SEC61G
STAT1,SEC61G
BATF3,SEC61G
STAT1,SPCS1
CTCF,SPCS1
IRF1,SPCS1
ATF4,NAAA
CTCF,NAAA
ETS2,NAAA
ATF4,RNF4
CTCF,PSMA1
BATF3,PSMA1
SUMO2,PSMA1
RELA,CAPZB
MAFF,CAPZB
BATF3,CAPZB
IRF4,CAPZB
STAT1,CAPZB
BATF3,PTPRC
RELA,GUK1
STAT3,GUK1
CTCF,GUK1
IRF1,PRDX2
CTCF,FIS1
ATF4,SAMHD1
STAT1,SAMHD1
BATF3,DDB1
IRF1,DDB1
BATF3,BC028528
STAT1,BC028528
CTCF,RPSA
IRF4,RPSA
ATF4,RPSA
ATF4,RPS27A
CTCF,MYL6
ATF4,MYL6
IRF1,MYL6
BATF3,MYL6
JUNB,CD81
IRF1,FTL2
IRF1,ELF2
CTCF,SEPT7
ATF4,ID2
IRF4,ID2
MAFF,SIDT2
IRF1,DYNLRB1
CTCF,DYNLRB1
IRF1,RPS7
SUMO2,RPS7
STAT1,RPS7
ATF4,SSU72
EGR1,MAFF
ATF4,MAFF
IRF1,H2-K1
IRF4,H2-K1
STAT1,H2-K1
RELA,H2-K1
AHR,CIC
