TF_gene,Target_gene
SPI1,UMPS
HCFC1,UMPS
FOS,UMPS
GATA2,UMPS
HDAC2,UMPS
NOTCH1,UMPS
CBFB,UMPS
RAD21,UMPS
CBFB,CNN2
GATA2,CNN2
KDM6A,CNN2
HCFC1,CNN2
ETS1,CNN2
JUN,CNN2
IKZF1,CNN2
STAT3,CNN2
STAT3,PDK3
SPI1,PDK3
ELF4,PDK3
ETS1,PDK3
KDM6A,PDK3
IKZF1,PDK3
IRF1,PDK3
ESR1,PDK3
JUN,PDK3
SPI1,BCAP29
IRF8,BCAP29
WDR5,BCAP29
CBFB,BCAP29
RAD21,BCAP29
IKZF1,BCAP29
ELF4,BCAP29
IRF1,BCAP29
CBX7,BCAP29
GATA2,BCAP29
GFI1,USF3
ELF4,USF3
IRF1,USF3
MYC,USF3
RAD21,USF3
SATB1,USF3
ESR1,USF3
SPI1,USF3
WDR5,USF3
GFI1B,USF3
GFI1,ZZZ3
ELF4,ZZZ3
JUN,ZZZ3
ETS1,ZZZ3
NR4A1,ZZZ3
IKZF1,ZZZ3
SPI1,ZZZ3
STAT3,ZZZ3
RAD21,ZZZ3
EBF1,ZZZ3
MEIS1,RNASEL
WDR5,RNASEL
SPI1,RNASEL
GFI1,RNASEL
GFI1B,RNASEL
ETS1,RNASEL
NOTCH1,RNASEL
GFI1,ELMO1
CBFB,ELMO1
RAD21,ELMO1
JUN,ELMO1
ETS1,ELMO1
MYC,ELMO1
MEIS1,ELMO1
GATA2,ELMO1
FOS,ELMO1
EBF1,ELMO1
HCFC1,ISYNA1
ELF4,ISYNA1
NR4A1,ISYNA1
ESR1,ISYNA1
CBFB,ISYNA1
WDR5,ISYNA1
GFI1B,ISYNA1
GATA2,ISYNA1
IRF1,ISYNA1
GFI1,ISYNA1
ELF4,HACD3
ETS1,HACD3
JUN,HACD3
EBF1,HACD3
IKZF1,HACD3
RAD21,HACD3
KDM6A,HACD3
FOS,HACD3
HCFC1,FZR1
IKZF1,FZR1
HDAC2,FZR1
ELF4,FZR1
GFI1,FZR1
FOS,FZR1
ESR1,FZR1
WDR5,FZR1
FOXO1,FZR1
RAD21,FZR1
MEIS1,CHAMP1
CBFB,CHAMP1
WDR5,CHAMP1
MYC,CHAMP1
HCFC1,CHAMP1
JUN,CHAMP1
CBX7,CHAMP1
FOS,CHAMP1
RPA1,CHAMP1
ESR1,IPO9
CBFB,IPO9
HCFC1,IPO9
RAD21,IPO9
HDAC2,IPO9
ETS1,IPO9
FOXO1,IPO9
IKZF1,IPO9
WDR5,IPO9
NR4A1,IPO9
MEIS1,IRF8
GATA2,IRF8
ETS1,IRF8
STAT3,IRF8
HCFC1,IRF8
SPI1,IRF8
SATB1,IRF8
NR4A1,IRF8
FOS,TOR3A
IRF1,TOR3A
ESR1,TOR3A
JUN,TOR3A
RAD21,TOR3A
HDAC2,TOR3A
WDR5,TOR3A
HCFC1,TOR3A
BMI1,TOR3A
MYC,TOR3A
FOXO1,CTPS
ELF4,CTPS
GFI1,CTPS
IKZF1,CTPS
HDAC2,CTPS
SPI1,CTPS
JUN,CTPS
WDR5,CTPS
RAD21,CTPS
NR4A1,CTPS
NR4A1,STARD7
ESR1,STARD7
MYC,STARD7
ETS1,STARD7
STAT3,STARD7
MEIS1,STARD7
RAD21,STARD7
IKZF1,STARD7
ELF4,ALAD
IRF8,ALAD
ETS1,ALAD
GATA2,ALAD
HDAC2,ALAD
GFI1,ALAD
WDR5,ALAD
IKZF1,ALAD
SPI1,ALAD
ESR1,YPEL3
NOTCH1,YPEL3
JUN,YPEL3
RAD21,YPEL3
GATA2,YPEL3
GFI1,YPEL3
IKZF1,YPEL3
IRF8,YPEL3
NR4A1,YPEL3
EBF1,YPEL3
SPI1,SOX18
ETS1,SOX18
ELF4,SOX18
IKZF1,SOX18
RAD21,SOX18
JUN,NDC1
GFI1,NDC1
MEIS1,NDC1
KDM6A,NDC1
EBF1,NDC1
MYC,NDC1
ETS1,NDC1
NR4A1,NDC1
HDAC2,NDC1
GATA2,NDC1
IKZF1,TMX3
GATA2,TMX3
NOTCH1,TMX3
HDAC2,TMX3
CBFB,TMX3
MYC,TMX3
JUN,TMX3
GFI1,TMX3
SPI1,TMX3
MEIS1,TMX3
GFI1B,FAM136A
ELF4,FAM136A
CBFB,FAM136A
KDM6A,FAM136A
NOTCH1,FAM136A
GATA2,FAM136A
SATB1,FAM136A
RAD21,FAM136A
WDR5,FAM136A
SPI1,FAM136A
IRF8,UBAP1
ESR1,UBAP1
HCFC1,UBAP1
RAD21,UBAP1
KDM6A,UBAP1
SATB1,UBAP1
HDAC2,UBAP1
GATA2,UBAP1
ELF4,UBAP1
IRF1,UBAP1
HCFC1,CD93
GFI1,CD93
CBFB,CD93
ESR1,CD93
GATA2,CD93
STAT3,CD93
JUN,CD93
GFI1B,MFGE8
GFI1,MFGE8
RAD21,MFGE8
FOS,MFGE8
JUN,MFGE8
SPI1,MFGE8
GATA2,MFGE8
NOTCH1,MFGE8
WDR5,MFGE8
HCFC1,MTO1
ESR1,MTO1
MYC,MTO1
ELF4,MTO1
WDR5,MTO1
BMI1,MTO1
CBFB,MTO1
SPI1,MTO1
NR4A1,MTO1
GATA2,MTO1
HCFC1,ARL6IP6
ETS1,ARL6IP6
KDM6A,ARL6IP6
IKZF1,ARL6IP6
GATA2,ARL6IP6
GFI1B,ARL6IP6
SATB1,ARL6IP6
SPI1,ARL6IP6
