epoch,loss,AUPR,AUROC
1,0.7502895593643188,0.09505737576918781,0.12888041726440325
2,0.7340458035469055,0.11051865080254278,0.3295417293637145
3,0.7206302285194397,0.10644753330153603,0.31668348015917974
4,0.7063038945198059,0.16249749033075817,0.46355778305072337
5,0.6874666810035706,0.17381462168577205,0.47871611684240367
6,0.6572390198707581,0.13008022610730655,0.38779802602185187
7,0.6172850131988525,0.12256783247856354,0.36493893205470784
8,0.5784799456596375,0.15096793305490963,0.40817233627113786
9,0.5422415137290955,0.22480033519845177,0.5808420039348832
10,0.5014700293540955,0.5541671877720714,0.8758991708929156
11,0.46501806378364563,0.6258288481559632,0.9167958082785153
12,0.42632532119750977,0.6365398886906034,0.9330133999545765
13,0.4000748097896576,0.6275022965118311,0.928297258879607
14,0.3808847665786743,0.6143930506266478,0.9270509005897667
15,0.3637147545814514,0.5890465694025179,0.9209588651157612
16,0.3548445701599121,0.586442713981606,0.9250982195251113
17,0.3449145257472992,0.5861656401596157,0.9236934572768585
18,0.32689812779426575,0.5983872834403927,0.9299135656429587
19,0.3175608813762665,0.5977470242529669,0.9250759688817203
20,0.3010534942150116,0.6096841509309685,0.9334638908545132
21,0.3012489080429077,0.6033390058269402,0.9262145296689966
22,0.29024097323417664,0.6215138068220911,0.9319980484240356
23,0.27860045433044434,0.610156270432981,0.9358111654474179
24,0.2845795452594757,0.6169089241629104,0.9286705034053687
25,0.27806755900382996,0.6084136775298711,0.9252091921653453
26,0.26988157629966736,0.612497128016141,0.9293310832487353
27,0.26482582092285156,0.6140524615601705,0.92639339036183
28,0.2548733651638031,0.6119369735260467,0.93151577188519
29,0.2492288053035736,0.6282099113710173,0.9355404300500609
30,0.2504775822162628,0.622157636611721,0.9303420523138832
31,0.25023430585861206,0.624367055871957,0.9270512502566646
32,0.24626849591732025,0.6295257841192348,0.9302058916861999
33,0.23645590245723724,0.6358485267441009,0.9372466669704207
34,0.24416062235832214,0.6241034380624284,0.9253270418281097
35,0.24369704723358154,0.638918123083816,0.9299267695743472
36,0.22505129873752594,0.6428100602979875,0.9395530708057179
37,0.2298789620399475,0.641901834690735,0.9408162831029823
38,0.2294769585132599,0.6385579458336449,0.9333548294640297
39,0.2224610596895218,0.6406976495161596,0.9399140108599903
40,0.23459655046463013,0.6362903600705355,0.9299918115978514
41,0.21985405683517456,0.6397612655175239,0.9406316339822147
42,0.22247880697250366,0.6411223228388533,0.934193075072578
43,0.2257179319858551,0.6462613475925968,0.9346229496524533
44,0.22095519304275513,0.6465968120468023,0.9369245984417423
45,0.21707068383693695,0.6528509752820395,0.9379178704550885
46,0.21513670682907104,0.6571483244145468,0.9414849063330669
47,0.21816854178905487,0.6596235249577557,0.9359298042484459
48,0.2117631584405899,0.6712653089735121,0.9459457999557064
49,0.2088920921087265,0.6788246092771452,0.9453555126817561
50,0.21746502816677094,0.6657492477972483,0.9341689894660005
51,0.22211362421512604,0.677288770798633,0.9371717032700428
52,0.20977672934532166,0.6933055564718418,0.9441499222300543
53,0.20331452786922455,0.7087583845771579,0.9490159678222149
54,0.21435333788394928,0.6924306041399695,0.9417149494032521
55,0.21342061460018158,0.7008133987724979,0.9419673060234135
56,0.20709694921970367,0.7118189075100827,0.9448427533847269
57,0.21259358525276184,0.7062089980061552,0.9441828995953746
58,0.21176669001579285,0.7180127479568352,0.9461495518461889
59,0.20235653221607208,0.7234501251530031,0.9504150019505764
60,0.20326006412506104,0.7196490214437766,0.9485924145370639
61,0.21268901228904724,0.716712047567089,0.943665206534115
62,0.20540829002857208,0.7248993433823145,0.9440967652884277
63,0.19532981514930725,0.7420910992841007,0.9546374286164108
64,0.21282298862934113,0.7298211925737097,0.9439581183213281
