TF_gene,Target_gene
ZFHX3,POLR1C
KHSRP,POLR1C
TMF1,POLR1C
TRIM25,POLR1C
TRIM33,POLR1C
FOXK1,POLR1C
ALYREF,POLR1C
TRIP6,POLR1C
TCF4,POLR1C
NR2C1,POLR1C
TEAD4,DPYSL3
OTX2,DPYSL3
TFAP2A,DPYSL3
MXI1,DPYSL3
FOXP1,DPYSL3
JUND,DPYSL3
SMAD2,DPYSL3
KAT6A,DNAJC2
ZNF24,DNAJC2
AFF1,DNAJC2
MEF2D,DNAJC2
GATA2,DNAJC2
SALL3,DNAJC2
POLR2D,DNAJC2
SNRPD1,DNAJC2
RAI1,DNAJC2
ZNF8,DNAJC2
BMP2,HOXB4
MEF2D,HOXB4
EOMES,HOXB4
TLE3,HOXB4
TFDP1,HOXB4
KLF6,HOXB4
ZNF488,HOXB4
CTBP1,HOXB4
ZEB1,HOXB4
PSIP1,HOXB4
JUND,ZNF512
TFAP2A,ZNF512
JUND,PTPRZ1
SOX2,PTPRZ1
TFAP2A,PTPRZ1
OTX2,PTPRZ1
FOXP1,PTPRZ1
TRIM28,RARG
LIN28A,RARG
MYCN,RARG
DEDD2,RARG
SETBP1,RARG
FOXP1,RARG
SMG6,RARG
POLR1C,RARG
SATB1,RARG
TRPS1,RARG
EOMES,PRIM1
NANOG,PRIM1
EGR1,PRIM1
TFAP2A,PRIM1
OTX2,PRIM1
FOXP1,PRIM1
TFAP2A,HEG1
JUND,HEG1
SMAD2,HEG1
SOX2,HEG1
SHOX2,TFAP2A
NFYB,TFAP2A
CRABP2,TFAP2A
MYCN,TFAP2A
MEF2D,TFAP2A
TRERF1,TFAP2A
ISL1,TFAP2A
PSMD9,TFAP2A
SOX2,TFAP2A
SNAPC4,TFAP2A
JUND,GPSM2
MXI1,GPSM2
TFAP2A,GPSM2
EOMES,GPSM2
FOXP1,GPSM2
EZH2,BMPER
TFAP2A,BMPER
FXR1,TCOF1
CXXC1,TCOF1
ENO1,TCOF1
YAF2,TCOF1
DNMT1,TCOF1
ILF3,TCOF1
LZTS1,TCOF1
POLR2I,TCOF1
ZNF160,TCOF1
SNAI2,TCOF1
NANOG,ASNS
FOXP1,ASNS
TEAD4,ASNS
CTNNB1,ASNS
JUND,ASNS
SOX2,ASNS
SMAD2,ASNS
TFAP2A,ASNS
SNAI2,ASNS
TRIM28,ASNS
EOMES,CLGN
NANOG,CLGN
FOXP1,CLGN
TEAD4,CLGN
PRDM1,CLGN
TFAP2A,CLGN
STAT3,CLGN
SNAI2,CLGN
E2F7,CNBP
SMG6,CNBP
BCL11A,CNBP
PSIP1,CNBP
HCFC1,CNBP
TFDP1,CNBP
HOXB3,CNBP
ARID4B,CNBP
HOXB4,CNBP
GSC,CNBP
CRABP2,SRSF6
XRCC6,SRSF6
SHOX2,SRSF6
ZEB1,SRSF6
CXXC1,SRSF6
TLE1,SRSF6
HESX1,SRSF6
SMARCC1,SRSF6
ZNF83,SRSF6
SIRT1,SRSF6
FUBP1,HIF3A
ZNF398,HIF3A
ZNF142,HIF3A
SOX2,HIF3A
PATZ1,HIF3A
PTMA,HIF3A
UPF1,HIF3A
XRCC5,HIF3A
TGFB1,HIF3A
ETV4,HIF3A
TFAP2A,AMIGO2
NANOG,DSCC1
JUND,DSCC1
TFAP2A,DSCC1
OTX2,DSCC1
NANOG,SKA3
TEAD4,SKA3
OTX2,SKA3
SMAD2,SKA3
CTNNB1,SKA3
TFAP2A,SKA3
EOMES,SKA3
FOXP1,SKA3
JUND,SKA3
KLF5,SKA3
TFAP2A,ASS1
MLLT3,HCFC1
REL,HCFC1
RARG,HCFC1
TBX20,HCFC1
TRERF1,HCFC1
PA2G4,HCFC1
SNAI2,HCFC1
MED16,HCFC1
HMGN2,HCFC1
SMAD6,HCFC1
PBX1,TLE3
APEX1,TLE3
PLAGL2,TLE3
POLR2D,TLE3
ZNF107,TLE3
TFAP2A,TLE3
UPF1,TLE3
GATA2,TLE3
FOXF1,TLE3
MCM7,TLE3
RBPJ,CTBP1
KLF7,CTBP1
BMP4,CTBP1
ARID4B,CTBP1
ZBTB2,CTBP1
SOX13,CTBP1
PRIC285,CTBP1
OTX2,CTBP1
RNPS1,CTBP1
CITED2,CTBP1
TRIM33,HNRNPD
RNF19A,HNRNPD
ASH2L,HNRNPD
MAML3,HNRNPD
ETV3,HNRNPD
HOXB6,HNRNPD
RNPS1,HNRNPD
CREB3L4,HNRNPD
RARG,HNRNPD
HOXB7,HNRNPD
OTX2,DTL
MXI1,DTL
FOXP1,DTL
TEAD4,DTL
JUND,DTL
SOX2,DTL
TFAP2A,DTL
EZH2,SLITRK2
EOMES,SLITRK2
FOXH1,SLITRK2
JUND,SLITRK2
TFAP2A,SLITRK2
JUND,RIOK1
TFAP2A,RIOK1
SNAI2,RIOK1
OTX2,RIOK1
MXI1,RIOK1
NANOG,RIOK1
OTX2,PIK3R5
TFAP2A,PIK3R5
TFAP2A,PLK2
EGR1,PLK2
FOXP1,PLK2
TEAD4,PLK2
DEK,BMPR1A
SIRT1,BMPR1A
PA2G4,BMPR1A
PER3,BMPR1A
SRSF3,BMPR1A
ID3,BMPR1A
SNAPC4,BMPR1A
TRIP11,BMPR1A
ETV3,BMPR1A
NFATC1,BMPR1A
ILF2,TRIM28
CITED2,TRIM28
POU2F2,TRIM28
AFF1,TRIM28
SMAD6,TRIM28
MDM4,TRIM28
ASH2L,TRIM28
ANKRD1,TRIM28
GSC,TRIM28
SALL3,TRIM28
EGR1,PRTG
SOX2,PRTG
TFAP2A,PRTG
KLF5,PRTG
EZH2,PRTG
MXD4,PHB2
ANKRD6,PHB2
PPARA,PHB2
TRIP6,PHB2
TLR4,PHB2
YBX1,PHB2
EWSR1,PHB2
CHAF1A,PHB2
TEAD1,PHB2
ZNF488,PHB2
JUND,PDLIM3
TFAP2A,PDLIM3
CDCA7L,NFAT5
SAP18,NFAT5
CEBPZ,NFAT5
SNAPC4,NFAT5
MKI67IP,NFAT5
GSC,NFAT5
PARN,NFAT5
HESX1,NFAT5
TRIM33,NFAT5
DNMT1,NFAT5
BARX2,HDAC9
POU2F2,HDAC9
OTX2,HDAC9
ZNF8,HDAC9
MXI1,HDAC9
SERTAD2,HDAC9
PHF17,HDAC9
TFDP1,HDAC9
POLR2A,HDAC9
POLR1C,HDAC9
SOX17,YBX1
GATAD2A,YBX1
ZNF589,YBX1
ILF3,YBX1
JMJD1C,YBX1
ENO1,YBX1
MDM4,YBX1
DEDD2,YBX1
GATA4,YBX1
TCF7L1,YBX1
AEBP1,ETV3
ZIC2,ETV3
GTF3C4,ETV3
PLAGL1,ETV3
TAF1L,ETV3
HOXB6,ETV3
SRC,ETV3
ANKRD1,ETV3
TLR4,ETV3
LIN28A,ETV3
KLF8,PLAGL1
LEF1,PLAGL1
SSB,PLAGL1
TAF1L,PLAGL1
STAT3,PLAGL1
POLR3E,PLAGL1
BMPR1A,PLAGL1
PTMA,PLAGL1
LMO3,PLAGL1
SATB2,PLAGL1
NANOG,MRPS30
TEAD4,MRPS30
JUND,MRPS30
SOX2,MRPS30
TFAP2A,MRPS30
SOX2,AKAP2
TFAP2A,AKAP2
POU5F1,AKAP2
NANOG,AKAP2
