epoch,loss,AUPR,AUROC
1,0.6907771825790405,0.14339621784481213,0.18108441697016825
2,0.6705489754676819,0.640404475430776,0.9013787869222195
3,0.6497369408607483,0.6570149843998113,0.9123537998476018
4,0.6186104416847229,0.6562986608531463,0.9177276975448028
5,0.6039457321166992,0.6572039401611453,0.9128111784534896
6,0.5704997777938843,0.6583554107906253,0.915908334723053
7,0.5531243681907654,0.6615655814073145,0.916580580391244
8,0.5239452719688416,0.6567056056881713,0.9158649518309788
9,0.5046073794364929,0.6522692882088136,0.9153932451870995
10,0.48384889960289,0.6511917499389626,0.9145348211161063
11,0.4596068263053894,0.6526009501915835,0.9162201930861914
12,0.44410401582717896,0.6496893719362812,0.9138715544258883
13,0.425739049911499,0.6536798769824305,0.915810079468485
14,0.4106285572052002,0.6391315993498788,0.9150124795045625
15,0.4020981192588806,0.6449970599509404,0.915127928423029
16,0.39068928360939026,0.6539048028822501,0.9162501052629298
17,0.3784351050853729,0.6618115742294781,0.9173261694538047
18,0.373420387506485,0.66497977647971,0.9152594468935542
19,0.3603564202785492,0.6687649515766435,0.9173180795707084
20,0.3565725088119507,0.6694283234925991,0.917322949725533
21,0.3468136489391327,0.667010756932706,0.9175254078811859
22,0.34129464626312256,0.6680680949119202,0.9185640143097187
23,0.33710741996765137,0.6657000932887444,0.9162002931823918
24,0.33291682600975037,0.6688874565180878,0.9168167012140953
25,0.3246506154537201,0.6725845183446701,0.9182344990392949
26,0.3213362693786621,0.6735819056688419,0.9186014627328545
27,0.32035255432128906,0.6732921577221143,0.9178139458751928
28,0.3147711753845215,0.6705605267756891,0.9181235146419043
29,0.31135955452919006,0.6713974366921334,0.9182547743011077
30,0.30981969833374023,0.6709960942286707,0.9179569661712957
31,0.3044707775115967,0.6749878971765437,0.919298542084071
32,0.30279281735420227,0.675859978614894,0.9194455791355167
33,0.29916366934776306,0.6759819592696266,0.9200194060672698
34,0.29723063111305237,0.6767917239061837,0.91950116548983
35,0.29872167110443115,0.6760568094983335,0.9188581314878894
36,0.2961464524269104,0.6777798636676651,0.9193639390591946
37,0.2939213812351227,0.6818189397476437,0.920421292707303
38,0.29183492064476013,0.6812555615264887,0.9203643606031454
39,0.2892197370529175,0.685679411022393,0.9211222558191108
40,0.2875216007232666,0.6852665085729168,0.9207846772028573
41,0.28676673769950867,0.6852734257749195,0.9216205708092211
42,0.2870291471481323,0.6900771096964043,0.9223345864234505
43,0.28503456711769104,0.6911401384964144,0.9219233395301675
44,0.2871553301811218,0.6903083371673169,0.9218655316245258
45,0.281793475151062,0.6937474532991161,0.9236623967201081
46,0.2840977907180786,0.6998750778823243,0.9247091785563378
47,0.2838132977485657,0.7030623606551518,0.9251589058797263
48,0.27776670455932617,0.7110744481228429,0.9273819165117456
49,0.2749398946762085,0.717802983186238,0.9299825087605326
50,0.2737275958061218,0.7242676531432901,0.931697558685268
51,0.2750857472419739,0.7298113928361534,0.932782774586159
52,0.27313780784606934,0.7315235768087348,0.9341889299474929
53,0.2702982425689697,0.7331520724826011,0.9353647727359
54,0.2697179317474365,0.7348753398876202,0.936534155378606
55,0.26954978704452515,0.7494439270245379,0.938298855987997
56,0.26610633730888367,0.7585791219790595,0.9394261750744028
57,0.28213977813720703,0.7249256460638054,0.9329329370644891
58,0.26666393876075745,0.76392776742117,0.9415578334728989
59,0.2645264267921448,0.7627883473275615,0.941343836141528
60,0.26189175248146057,0.7616305062387746,0.9419006712181661
61,0.2634701132774353,0.7688130145514946,0.9410892147893067
62,0.26292821764945984,0.7719973856098347,0.9424330694366096
63,0.2552396059036255,0.7761010520459398,0.9441838434421871
64,0.26007604598999023,0.7826075350632378,0.9440305487880816
65,0.25915348529815674,0.7664646506349524,0.9427803546528488
66,0.25199002027511597,0.7863473152171238,0.9463252914239603
67,0.25588005781173706,0.7843383242739108,0.9452760109016797
68,0.25446707010269165,0.7851993166751263,0.9463910935766886
69,0.2613201439380646,0.780951150094177,0.943905876910984
70,0.2588598132133484,0.7885141020485458,0.9460343099900117
71,0.25455108284950256,0.7907980655259439,0.9462278611961655
72,0.25490012764930725,0.7920925755204389,0.9469776175148379
73,0.24862343072891235,0.7922812049524738,0.9476110128379353
74,0.251781165599823,0.7843806452453443,0.9462816370475464
75,0.2473740577697754,0.7983465838429658,0.9483520703058983
76,0.24649615585803986,0.801732978221442,0.9491664859884004
77,0.2498445361852646,0.8020116376701169,0.9484180173617435
78,0.24441292881965637,0.8072497172118651,0.9503185289155185
79,0.24951061606407166,0.8035228867629436,0.948914082950162
80,0.24608293175697327,0.8077596173191625,0.9495262246882413
81,0.24731792509555817,0.8127103904334485,0.9501969552871028
82,0.2425277829170227,0.8085736225295723,0.9507063199753681
83,0.24326401948928833,0.8134797487089018,0.9507361364998227
84,0.24009104073047638,0.817634344012157,0.9518777358703192
85,0.2464895248413086,0.8126631958489426,0.9498131731361243
86,0.24612265825271606,0.8168969738759724,0.9511235376523027
87,0.26694145798683167,0.7859106017190802,0.9476289916470164
88,0.23968316614627838,0.8083154440921425,0.9508914534766646
89,0.2605196237564087,0.8134655718201789,0.9499126545236055
90,0.24818076193332672,0.8063236997107611,0.9487761306271136
91,0.2396172136068344,0.8131320922675206,0.9520371576070519
92,0.241842120885849,0.8166378146294919,0.9519937315512915
93,0.24155816435813904,0.8099749196050836,0.9501721568885949
94,0.24077549576759338,0.8203494374517364,0.9518702828423713
95,0.2398104965686798,0.8213857859503194,0.9520331725296765
96,0.24232275784015656,0.8144939185445476,0.9503913402674927
97,0.2370322346687317,0.8220039329132799,0.9525251486311442
98,0.24248483777046204,0.8185041098908759,0.9509442950396253
99,0.23762574791908264,0.8210137927732933,0.9527799014725281
100,0.23446623980998993,0.8243597775527791,0.9541352641749759
