epoch,loss,AUPR,AUROC
1,0.6728174090385437,0.3649776005159114,0.72734271556837
2,0.6578115820884705,0.22984212246238722,0.647861114069096
3,0.6394974589347839,0.2662246149912446,0.5926661455982563
4,0.6157407760620117,0.19967150699065858,0.5037174458959961
5,0.5855311155319214,0.21043925562402424,0.5107172836098032
6,0.5501212477684021,0.28439061235273777,0.5907695670585175
7,0.5231461524963379,0.538230057254489,0.8096181254191817
8,0.48274117708206177,0.6231823075046404,0.8848316498316497
9,0.4482661485671997,0.622650453643463,0.8941326372000233
10,0.4148426651954651,0.6142676798159844,0.9025784859329857
11,0.3906678855419159,0.6055295467517685,0.8990020176819744
12,0.3761111795902252,0.6186166945930527,0.911236465520459
13,0.36372238397598267,0.605635904604511,0.9173501693022457
14,0.3582291305065155,0.596122924093675,0.9123695868800499
15,0.3341268301010132,0.6172955687566919,0.9175756009988432
16,0.3261911869049072,0.6240231357164004,0.9149831487722676
17,0.30939963459968567,0.6353270497061173,0.9240254814635853
18,0.31673821806907654,0.6268309219849019,0.904253210233624
19,0.3077497184276581,0.6119382671405003,0.9045969242285802
20,0.29719963669776917,0.631078442389164,0.9153484702368141
21,0.28829795122146606,0.6133135124834361,0.9099750118187345
22,0.2958076596260071,0.6078162849178809,0.8991017566759123
23,0.27507835626602173,0.6274704336500789,0.9220477772613289
24,0.2740320563316345,0.6161762301610693,0.9176716906164225
25,0.2704026997089386,0.6230281135764761,0.9122768249623389
26,0.26283279061317444,0.619057613024845,0.9148817747743233
27,0.2641511559486389,0.6296448070638909,0.9093030234957985
28,0.2542957365512848,0.6320096946511137,0.9183643452064506
29,0.2538616955280304,0.628279394650197,0.9102894334244572
30,0.2610565721988678,0.6243854078255853,0.9055196647405852
31,0.24974238872528076,0.6125922070704055,0.9137763414498244
32,0.24690940976142883,0.6290555908799574,0.9148615833356848
33,0.24751777946949005,0.6300438425165371,0.9119057523684685
34,0.2487754225730896,0.6100044059582642,0.9079739851984749
35,0.23233647644519806,0.6297362147469378,0.9285032595977043
36,0.2529691159725189,0.608996977011283,0.9036832197624368
37,0.22951485216617584,0.6363191554327202,0.9274441410820751
38,0.24104394018650055,0.6371939193460655,0.9144702480286374
39,0.2499678134918213,0.6278072692705967,0.9015645836732475
40,0.2453337460756302,0.6373411820959234,0.913010233348862
41,0.24267438054084778,0.6281260963147506,0.916282315550669
42,0.24389412999153137,0.6436517966815613,0.9181169304399847
43,0.24098530411720276,0.6408997226791535,0.9221797095482555
44,0.23508717119693756,0.6573113265753852,0.9214073289368843
45,0.24011534452438354,0.6506801555395423,0.9157190749088273
46,0.24183887243270874,0.672666699949147,0.921199525375719
47,0.23601055145263672,0.6813145034938474,0.9231824387517067
48,0.23017634451389313,0.6833808446172405,0.9268305309963588
49,0.236843541264534,0.6944064807696751,0.9299697172252462
50,0.2244950830936432,0.7044485086515166,0.9280717580080167
51,0.22598153352737427,0.7220835468681968,0.9353321703477765
52,0.2234078198671341,0.7236201148871833,0.935825384442815
53,0.23109093308448792,0.7107184833222061,0.9269426230336341
54,0.23338544368743896,0.7228294277244197,0.928707263991545
55,0.2333594411611557,0.7269254135384643,0.9307331676282768
56,0.2254013866186142,0.7223609589612089,0.9337342615022756
57,0.24169069528579712,0.7324252174206334,0.9220912629757786
58,0.22758068144321442,0.7438665125307397,0.9331465837965597
59,0.22518151998519897,0.7415163111306572,0.9363205267249064
60,0.224154993891716,0.7485305955457165,0.9301819182553237
61,0.22621899843215942,0.7390265130400249,0.9332110657316791
62,0.22478650510311127,0.744961818187367,0.9351182698205286
63,0.22504638135433197,0.748250678150089,0.9302485451677817
64,0.21121743321418762,0.7695196235465386,0.9442371426979439
65,0.2133646160364151,0.7729645477683766,0.9421441937364329
66,0.21773073077201843,0.7719586355836493,0.9404158095154727
67,0.21678881347179413,0.7589058486074065,0.942021004845504
68,0.24107331037521362,0.7431955866387657,0.9332127639649763
69,0.2353331595659256,0.7337458784846878,0.9380347915699343
70,0.22612425684928894,0.7635366376873826,0.9350469134249942
71,0.21458406746387482,0.7736406926043612,0.9445995662655908
72,0.2258080691099167,0.75308985255015,0.9370486618736067
73,0.2336576282978058,0.7606067679780286,0.9361099057026153
74,0.22111237049102783,0.7493933171168182,0.9285066033175882
75,0.21621671319007874,0.7524243673134027,0.9405041124686097
76,0.22552058100700378,0.7421013585029443,0.935795676058834
77,0.22573934495449066,0.7429841535139878,0.9325535081192279
78,0.2235870659351349,0.752255964773353,0.9388145972698102
79,0.2252049744129181,0.7630517170746801,0.9353789839732841
80,0.2104039192199707,0.7666610763815159,0.9422402670349787
