TF_gene,Target_gene
AHR,PTPRC
ZFX,PTPRC
SFPI1,PTPRC
CTCF,PTPRC
DNMT1,BIRC5
CTNNB1,BIRC5
MCM7,BIRC5
MCM4,BIRC5
SP1,BIRC5
EGR1,BIRC5
RBPJ,BIRC5
MCM6,BIRC5
HMGB2,BIRC5
ARID1A,BIRC5
STAT6,NDUFB5
AHR,NDUFB5
EIF5B,NDUFB5
ZFX,NDUFB5
GTF2A1,SDF2
ZFX,SDF2
STAT1,SDF2
CTNNB1,SDF2
RELA,SDF2
TCEB1,NDUFS6
ZFX,NDUFS6
EGR1,MRPL33
AHR,MRPL33
MEF2A,MRPL33
UPF1,FAU
STAT3,FAU
JUNB,FAU
EIF5B,FAU
UPF1,1500003O03RIK
NFAT5,1500003O03RIK
MAPK3,1500003O03RIK
DPF2,1500003O03RIK
NFE2L2,1500003O03RIK
STAT1,MTA2
CHD4,MTA2
RBBP4,MTA2
HDAC1,MTA2
REL,MTA2
GATAD2A,MTA2
SP1,MTA2
MBD2,MTA2
RBBP7,MTA2
TRP53,MTA2
STAT1,RANBP1
ZFX,RANBP1
CEBPA,RANBP1
STAT6,RANBP1
FOS,RANBP1
STAT3,RANBP1
POLR2D,RANBP1
AHR,RANBP1
POLR2F,RANBP1
EGR1,RPL10
CTCF,RPL10
EGR2,RPL10
KLF4,CLEC4A2
MCM4,CLEC4A2
UPF1,ACTR3
IRF1,ACTR3
ZFX,ACTR3
CEBPA,ACTR3
ZFX,GPR171
CTCF,MFGE8
KLF4,MFGE8
POLR2K,MFGE8
CTCF,UPF1
SRSF9,UPF1
KLF4,UPF1
ZFX,UPF1
ATF2,LY86
IRF1,LY86
IRF2,LY86
CEBPA,LY86
CTCF,LY86
JUN,TSPAN31
SNRPD1,ZWINT
KLF4,ZWINT
STAT1,ZWINT
NFKB1,ZWINT
TCEB2,ZWINT
EIF5B,EIF3I
POLR2E,EIF3I
NR3C1,ATP6V0D1
EGR1,ATP6V0D1
ZFX,ATP6V0D1
KLF4,ATP6V0D1
STAT1,POLDIP3
ZFX,POLDIP3
REL,SLC2A6
NONO,SLC2A6
TRP53,SLC2A6
NFKB1,CCDC56
IRF5,CCDC56
SUPT4H1,CCDC56
SMAD2,CCDC56
KHDRBS1,GTF2E2
DAZAP2,GTF2E2
TARDBP,GTF2E2
JUN,GTF2E2
SND1,GTF2E2
POLR2G,MED10
CEBPA,MED10
THRAP3,MED10
KLF4,MED10
MED27,MED10
AHR,MED10
MED15,MED10
MCM4,MED10
NCOA3,MED10
MED1,MED10
CTCF,USF2
EGR1,USF2
ZFX,USF2
CEBPA,USF2
STAT3,USF2
AHR,CIC
JUN,CIC
EGR2,CIC
SRSF9,CIC
FOS,CIC
TRP53,CIC
NR3C1,CIC
EGR1,CIC
MEF2A,CIC
CEBPA,CIC
NFKB1,TNF
CREBBP,TNF
IRF1,TNF
MED1,TNF
MED15,TNF
ZFP36,TNF
NFKBIA,TNF
STAT3,TNF
FOS,TNF
EGR2,TNF
FOSB,TCF12
FOS,TCF12
ID3,TCF12
AHR,TCF12
CHD4,TCF12
ID2,TCF12
ZFX,TCF12
JUN,TCF12
RELA,TCF12
JUNB,TCF12
SRSF6,RPL14
MYD88,RPL14
ZFX,RPL14
NCOA3,RPL14
ZFX,CCNL1
RDBP,CCNL1
KLF4,CCNL1
AHR,CCNL1
SUPT4H1,CCNL1
EGR1,CCNL1
ID2,CCNL1
RELA,CCNL1
SUPT5H,CCNL1
TCEB3,CCNL1
EIF5B,IAH1
SUPT4H1,IAH1
POLR2D,IAH1
MED27,IAH1
CREBBP,NFE2L2
JUN,NFE2L2
LASS2,NFE2L2
ATF3,NFE2L2
FOS,NFE2L2
KLF4,NFE2L2
UBE2K,NFE2L2
ZFX,PSMC4
SP1,PSMC4
CTCF,PSMC4
APEX1,PSMC4
CTNNB1,PSMC4
CREBBP,TCF7L2
CEBPA,TCF7L2
BATF3,TCF7L2
ZFX,TCF7L2
CTNNB1,TCF7L2
HDAC1,TCF7L2
SMAD4,TCF7L2
REL,TCF7L2
CTBP1,TCF7L2
TRP53,TCF7L2
EGR1,CSNK2B
HCFC1,CSNK2B
CTNNB1,CSNK2B
NFKBIA,CSNK2B
FOS,SNRNP25
POLR2D,SNRNP25
ZFX,SNRNP25
CTCF,SNRNP25
TGIF1,CHURC1
IRF2,CHURC1
JUN,CHURC1
AHR,CHURC1
EGR2,NDUFB8
POLR2E,0610009D07RIK
POLR2D,0610009D07RIK
SP1,0610009D07RIK
SRSF1,0610009D07RIK
GTF2F1,0610009D07RIK
POLR2B,0610009D07RIK
SRSF6,0610009D07RIK
POLR2H,0610009D07RIK
HDAC1,0610009D07RIK
SNRPD1,0610009D07RIK
TGIF1,ARHGDIB
SP1,ARHGDIB
ZFX,ARHGDIB
POLR2E,CUTA
POLR2D,CUTA
SMAD4,CUTA
SP1,CUTA
CTCF,CUTA
TRP53,CUTA
CTCF,KLK1B11
NFKBIZ,KLK1B11
KLF4,USMG5
FOS,USMG5
ZFX,USMG5
AHR,USMG5
STAT1,CD74
MCM3,CD74
REL,CD74
ZEB2,CD74
GTF2I,CD74
RELA,CD74
STAT3,CD74
ZFX,ATP5A1
ATF4,HSPA5
STAT3,HSPA5
GTF2I,HSPA5
JUNB,HSPA5
JUN,HSPA5
ZFX,HSPA5
FOSB,HSPA5
FOS,HSPA5
NR4A1,HSPA5
CEBPA,HSPA5
WBP11,PPP1CA
TOX4,PPP1CA
TRP53,PPP1CA
HDAC1,PPP1CA
CREB3,PPP1CA
ATF2,PPP1CA
RBBP7,PPP1CA
ATF4,PPP1CA
ID2,PPP1CA
RBBP7,IFI27L2A
POLR2E,IFI27L2A
ZFX,IFI27L2A
NR3C1,IFI27L2A
ATF3,SMARCA4
SMARCC2,SMARCA4
CHD7,SMARCA4
TOP2B,SMARCA4
TRP53,SMARCA4
NONO,SMARCA4
HDAC1,SMARCA4
STAT6,SMARCA4
SMARCE1,SMARCA4
POLR2A,SMARCA4
FOS,CIITA
POLR2A,CIITA
ZFX,CIITA
TRP53,CIITA
MED1,CIITA
EWSR1,CIITA
STAT1,CIITA
IRF1,CIITA
REL,ACTB
STAT3,ACTB
POLR2H,ACTB
KLF4,ACTB
STAT1,ACTB
POLR2A,ACTB
NFKBIB,STAT6
IRF4,STAT6
STAT3,STAT6
UPF1,STAT6
SMARCA4,STAT6
RELA,STAT6
CTCF,STAT6
REL,STAT6
STAT1,STAT6
CREBBP,STAT6
CTCF,STARD3NL
RELA,STARD3NL
ZFX,STARD3NL
KLF4,EIF4A1
MEF2A,EIF4A1
CEBPA,EIF4A1
VDR,EIF4A1
ZFX,EIF4A1
CTCF,TCP1
RELA,TCP1
