TF_gene,Target_gene
TNFAIP3,PDIA3
PHC1,PDIA3
XBP1,PDIA3
TAF9,PDIA3
PAPOLA,PDIA3
RARA,TRIM2
SRSF3,TRIM2
CEBPZ,TRIM2
SALL1,TRIM2
POLR2B,TRIM2
ILF2,TRIM2
MYD88,NFIC
POLR1A,NFIC
CBX6,NFIC
RBBP7,NFIC
XAB2,NFIC
CDC5L,NFIC
TIMELESS,NFIC
HDAC11,SLC25A4
TIMELESS,SLC25A4
RBL1,SLC25A4
CNOT6,SLC25A4
CTNNB1,SLC25A4
CDC5L,SLC25A4
MEF2A,HDAC4
SATB2,HDAC4
HDAC3,HDAC4
CHD4,HDAC4
SALL1,HDAC4
NCOR1,HDAC4
TGFB1,HDAC4
CHD5,HDAC4
RUNX3,HDAC4
MEF2D,HDAC4
KAT2B,MIR297B
DNMT1,MIR297B
BTG2,MIR297B
EP300,MIR297B
RUNX3,MIR297B
RBL1,MIR297B
SALL1,MIR297B
MCM3,MIR297B
NCOR1,GM26397
CTNNB1,GM26397
SMARCD1,HSPG2
MCM7,HSPG2
FOXA2,HSPG2
MCM7,COL18A1
TCEA3,COL18A1
EZH2,COL18A1
SMARCA2,COL18A1
RBBP7,COL18A1
SIN3A,COL18A1
PARP1,COL18A1
PLRG1,COL18A1
KLF4,BEX3
HIST1H2BB,BEX3
MCM6,BEX3
HDAC11,BEX3
SMAD4,BEX3
RELA,BEX3
ZFP446,CREB3
HCFC1,CREB3
ATF2,CREB3
ATF4,CREB3
ATF1,CREB3
CREB3L2,CREB3
HIST1H2BB,CREB3
EP300,CREB3
CREB5,CREB3
DNMT3A,CREB3
SMARCD1,SNORD93
TRP53,SNORD93
EP300,SNORD93
POLR2I,SNORD93
CDC5L,GALK1
EHMT2,GALK1
TRP53,GALK1
HDAC1,GALK1
STAT5A,GALK1
RBBP7,GALK1
TLE1,GM25663
PHF20,GM25663
BRCA1,GM25663
FOXO1,GM25663
EZH1,GM25663
SALL1,ZFP978
HIST1H2BB,ZFP978
XRCC5,ZFP978
RUNX3,ZFP978
JUN,ZFP978
SMARCAD1,ISYNA1
MED21,ISYNA1
MCM7,ISYNA1
HES6,UBQLN2
SMAD4,UBQLN2
DAB2,UBQLN2
FUS,UBQLN2
BMP4,UBQLN2
SMARCA4,UBQLN2
NCOR1,MSH6
KLF4,MSH6
MCM5,MSH6
