TF_gene,Target_gene
JUND,CDKN3
MAZ,CDKN3
SRF,CDKN3
NR2F2,CDKN3
MYBL2,CDKN3
FOSL2,CDKN3
RFX5,CDKN3
CEBPZ,CDKN3
SMARCC1,CDKN3
REST,CDKN3
NR3C1,PEF1
CEBPZ,PEF1
HNF4A,PEF1
ATF3,PEF1
MAZ,PEF1
CREB1,PEF1
FOXA2,PEF1
ELF1,PEF1
HDAC2,PEF1
RFX5,PEF1
NR2F2,RRM1
CEBPD,RRM1
FOXA1,RRM1
FOXA2,RRM1
NR3C1,RRM1
RFX5,RRM1
REST,RRM1
MYBL2,RRM1
SMARCC1,RRM1
ELF1,RRM1
ZNF397,ZIC3
TCEB3,ZIC3
PITX1,ZIC3
NR2F2,ZIC3
TCF3,ZIC3
XRCC5,ZIC3
NME2,ZIC3
ILF2,ZIC3
GLI1,ZIC3
EPAS1,ZIC3
MCM8,ASCC3
ZNF675,ASCC3
THRB,ASCC3
ING3,ASCC3
GLIS3,ASCC3
TCEB3,ASCC3
TRERF1,ASCC3
TCEB1,ASCC3
ZFP42,ASCC3
TARDBP,ASCC3
CSRP2,TAF9B
MED20,TAF9B
SRRM1,TAF9B
TP53,TAF9B
DRAP1,TAF9B
CENPK,TAF9B
CREG1,TAF9B
AEBP1,TAF9B
PLRG1,TAF9B
SKIL,TAF9B
FOXA2,TTC39C
SMARCC1,TTC39C
FOSL2,TTC39C
CREB1,TTC39C
HNF4A,TTC39C
JUN,TTC39C
NR2F2,TTC39C
FOXA1,TTC39C
HDAC2,TTC39C
MYBL2,TTC39C
FOXM1,TCFL5
IRF3,TCFL5
TCF19,TCFL5
POLR3D,TCFL5
KLF3,TCFL5
MTF2,TCFL5
CENPK,TCFL5
PDCD11,TCFL5
CBX3,TCFL5
POLR3E,TCFL5
FOXA1,NUP54
ELF1,NUP54
MAZ,NUP54
MYBL2,NUP54
MYC,NUP54
MAFF,NUP54
HNF4A,NUP54
CEBPD,NUP54
CREB1,NUP54
JUND,NUP54
BRCA1,NCAPG
CEBPD,NCAPG
NR2F2,NCAPG
CREB1,NCAPG
FOXA1,NCAPG
SMARCC1,NCAPG
HDAC2,NCAPG
MYBL2,NCAPG
MAFF,NCAPG
REST,NCAPG
SMARCC1,HPRT1
MYC,HPRT1
CREB1,HPRT1
EPAS1,HPRT1
TBX3,HIPK2
TFDP1,HIPK2
PARP1,HIPK2
PDGFA,HIPK2
MED30,HIPK2
ZNF675,HIPK2
WDR5,HIPK2
RUVBL2,HIPK2
SUPT16H,HIPK2
MXD1,HIPK2
CREB1,DDAH1
SRF,DDAH1
FOXA2,DDAH1
REST,DDAH1
EZH2,DDAH1
FOXA2,NPRL2
SMARCC1,NPRL2
REST,NPRL2
MYC,NPRL2
ATF3,NPRL2
CREB1,NPRL2
HDAC2,NPRL2
ELF1,NPRL2
MYBL2,NPRL2
NR2F2,NPRL2
CREB3L3,DDX54
DDX5,DDX54
PLAGL2,DDX54
SERTAD3,DDX54
BTG1,DDX54
CEBPA,DDX54
JMJD1C,DDX54
ETV5,DDX54
JUN,DDX54
NCOA6,DDX54
ELF1,RAD51AP1
MYBL2,RAD51AP1
MAZ,RAD51AP1
NR2F2,RAD51AP1
FOXA2,RAD51AP1
SMARCC1,RAD51AP1
HNF4A,RAD51AP1
FOXA1,RAD51AP1
HDAC2,RAD51AP1
TEAD4,RAD51AP1
HNF4A,DPPA4
PITX1,EHMT1
GTF2H2,EHMT1
FOXA1,EHMT1
RAD54B,EHMT1
SALL2,EHMT1
DAXX,EHMT1
AEBP1,EHMT1
KAT7,EHMT1
HESX1,EHMT1
TRIM22,EHMT1
ELF1,SAAL1
HDAC2,SAAL1
FOXA1,SAAL1
JUN,SAAL1
MAZ,SAAL1
MYBL2,SAAL1
FOSL2,SAAL1
CREB1,SAAL1
FOXA2,SAAL1
REST,SAAL1
BRCA1,ERCC8
HMGXB4,ERCC8
ZNF300,ERCC8
YAF2,ERCC8
E2F8,ERCC8
TCOF1,ERCC8
DR1,ERCC8
RNPS1,ERCC8
SMARCA4,ERCC8
HESX1,ERCC8
CREB1,MTHFD1
MAFF,MTHFD1
ELF1,MTHFD1
MAZ,MTHFD1
NR2F2,MTHFD1
SMARCC1,MTHFD1
MYC,MTHFD1
TAF5,LIN28A
TIMELESS,LIN28A
ZNF227,LIN28A
TOPORS,LIN28A
ZNF208,LIN28A
ARID3B,LIN28A
EPAS1,LIN28A
COPS2,LIN28A
HESX1,LIN28A
PTMA,LIN28A
RFX5,CENPU
HNF4A,CENPU
NR3C1,CENPU
MYBL2,CENPU
SMARCC1,CENPU
FOXA1,CENPU
SRF,CENPU
REST,CENPU
MAFF,CENPU
MAZ,CENPU
SMARCC1,YARS
MYC,YARS
CREB1,YARS
REST,YARS
FOXA2,YARS
MAFF,YARS
MAZ,YARS
MYBL2,YARS
FOXA1,YARS
HNF4A,YARS
DRAP1,ILF2
TOPORS,ILF2
POLR3E,ILF2
ELAVL2,ILF2
EZH2,ILF2
TCEB2,ILF2
TFDP1,ILF2
TRIM22,ILF2
NFYB,ILF2
MLXIPL,ILF2
PMS1,RARG
HNF4A,RARG
CDKN1A,RARG
TCEB2,RARG
LDB2,RARG
NR5A2,RARG
ZBTB16,RARG
MCM8,RARG
TFE3,RARG
CDX2,RARG
FOXA1,C12orf10
JUND,C12orf10
FOSL2,C12orf10
NR2F2,C12orf10
CREB1,C12orf10
HNF4A,C12orf10
SMARCC1,C12orf10
REST,C12orf10
FOXA2,C12orf10
MYBL2,C12orf10
GTF3C4,F2
SALL3,F2
OTX2,F2
WDR5,F2
POLR2G,F2
ZNF581,F2
MCM7,F2
SCD5,F2
MCM3,F2
POU5F1,F2
GLI1,MYCBP
LDB2,MYCBP
VEZF1,MYCBP
TCEB1,MYCBP
XBP1,MYCBP
TRIM27,MYCBP
HIF3A,MYCBP
PTMA,MYCBP
TARDBP,MYCBP
POLR2B,MYCBP
NR2F2,HMGCL
FOSL2,HMGCL
MYBL2,HMGCL
JUND,HMGCL
CEBPD,HMGCL
SMARCC1,HMGCL
CREB1,HMGCL
MAZ,HMGCL
HDAC2,HMGCL
EPAS1,HMGCL
DNMT1,TFE3
ZFP36,TFE3
KNTC1,TFE3
E2F7,TFE3
TOP2B,TFE3
MAZ,TFE3
TCEB2,TFE3
CREG1,TFE3
FOXP1,TFE3
AEBP1,TFE3
NR1H3,NSD1
RUNX1T1,NSD1
MYBL2,NSD1
NPM1,NSD1
PITX1,NSD1
GLI2,NSD1
PDGFA,NSD1
SRSF2,NSD1
SMARCA5,NSD1
