TF_gene,Target_gene
REL,PGLYRP2
CENPK,NDE1
AHCTF1,NDE1
MYC,WDR4
MYCN,WDR4
POLR2B,PRPF4
SRSF1,PRPF4
GTF2F1,PRPF4
STAT3,PRPF4
MYC,CCNB1
CENPK,CCNB1
MCM3,CCNB1
MCM4,CCNB1
MCM7,CCNB1
MCM2,CCNB1
MCM6,CCNB1
ORC2,CCNB1
HMGB2,CCNB1
MIS18BP1,CCNB1
MECOM,WLS
ESR1,MYL10
HDGF,ELP3
TLE2,ELP3
XRCC5,ELP3
ZDHHC13,ELP3
EYA2,ELP3
RNF4,ELP3
ETS1,ELP3
MAPK1,ELP3
ZBTB43,ELP3
AHCTF1,ELP3
MYC,UHRF1
MYCN,UHRF1
MCM3,UHRF1
MCM7,UHRF1
MCM2,UHRF1
MCM6,UHRF1
MCM4,UHRF1
HMGB2,UHRF1
IRF8,PHB2
SPI1,PHB2
CENPK,PHB2
DDX58,PHB2
APBB1,PHB2
POLR3F,PHB2
ELP2,PHB2
ZFP143,PHB2
ZFP592,PHB2
NR3C2,PHB2
JUN,CTSE
FOXO1,FOXRED1
MYC,FOXRED1
AHR,FOXRED1
SPO11,ZEB2
ZBTB43,ZEB2
IRF1,ZEB2
CNOT7,ZEB2
NUPR1,ZEB2
DDX58,ZEB2
IKZF2,ZEB2
IRF6,ZEB2
APBB1,ZEB2
ZFP110,ZEB2
HDGF,DDX20
HOXA9,DDX20
TAF1,DDX20
PRDM4,DDX20
TCF19,DDX20
XPC,DDX20
SPI1,DDX20
CENPK,DDX20
HNRNPAB,DDX20
POLR2B,DDX20
SALL2,ABL1
MECOM,ABL1
EPAS1,ABL1
RORA,ABL1
E2F8,ABL1
TCF19,ABL1
HCLS1,ABL1
MCM5,ABL1
SATB1,ABL1
POLR1B,ABL1
MYCN,CDT1
MCM3,CDT1
MCM4,CDT1
MCM7,CDT1
MCM2,CDT1
MCM6,CDT1
RB1,CDT1
HDAC11,CDT1
ORC2,CDT1
HMGB2,CDT1
MYB,TMEM97
MYC,TMEM97
MYCN,TMEM97
RNF4,ABTB1
NR3C2,ABTB1
BATF2,ABTB1
VDR,ABTB1
TCF12,ABTB1
IRF1,ABTB1
HNRNPAB,ABTB1
TEAD2,ABTB1
NOTCH1,ABTB1
IKZF1,ABTB1
NFE2L2,SLC40A1
GATA1,SLC40A1
MECOM,SLC40A1
MYB,SLC40A1
MCM2,TOP2A
MCM6,TOP2A
MCM4,TOP2A
MYB,TOP2A
MCM7,TOP2A
HMGB2,TOP2A
E2F4,TOP2A
MCM3,TOP2A
HMGB2,TIPIN
MCM3,TIPIN
MCM7,TIPIN
MCM2,TIPIN
MCM6,TIPIN
MCM4,TIPIN
MYB,SPC24
AHCTF1,SPC24
CENPK,SPC24
NOTCH1,CASP3
HDGF,CASP3
GATA1,VPS41
MECOM,VPS41
ZDHHC6,EYA1
APBB1,EYA1
GTF2E1,EYA1
XAB2,EYA1
PBX1,EYA1
HDAC2,EYA1
ZBTB10,EYA1
REXO4,EYA1
TLR4,EYA1
BTG2,EYA1
ETS1,HARS
GATA1,HARS
ABL1,CD55
ABL1,ZFP110
TOPORS,ZFP110
PPARGC1A,ZFP110
HDAC2,ZFP110
ARID3B,ZFP110
POLR2B,ZFP110
NOTCH1,ZFP110
AHR,ZFP110
MCM3,ZFP110
VHL,ZFP110
MYB,ASNS
MYC,ASNS
GATA1,SQLE
NFE2,WDR5
MYCN,WDR5
HLF,GFI1B
EPOR,GFI1B
TLE2,GFI1B
SLA2,GFI1B
TLR4,GFI1B
ABL1,GFI1B
RUVBL2,GFI1B
DEK,GFI1B
RELB,GFI1B
JUN,GFI1B
MCM7,CDC7
MCM2,CDC7
MCM6,CDC7
ORC2,CDC7
MCM5,CDC7
MCM3,CDC7
MCM4,CDC7
ABTB1,DDX58
BTAF1,DDX58
SMAD2,DDX58
RUNX2,DDX58
FOS,DDX58
KLF3,DDX58
HDAC11,DDX58
SATB1,DDX58
PWP1,DDX58
NFATC2,DDX58
LMO4,NR3C2
NUPR1,NR3C2
NR2C1,NR3C2
ZFP110,NR3C2
E2F6,NR3C2
PA2G4,NR3C2
TSC22D3,NR3C2
IRF8,NR3C2
NFIA,NR3C2
HOXA9,NR3C2
PRDM16,NRF1
CBX7,NRF1
REXO4,NRF1
