epoch,loss,AUPR,AUROC
1,0.7105286717414856,0.053552819360941535,0.243937049981856
2,0.6897194981575012,0.04980745544294148,0.11200317639564787
3,0.6621018648147583,0.045042134368054744,0.07360043802351494
4,0.6177988648414612,0.04439818349271956,0.07911032181596993
5,0.5591739416122437,0.04465465628535464,0.07957821896367082
6,0.5460901856422424,0.04508616161282752,0.08633654526269408
7,0.4644550383090973,0.051793695123783894,0.17023937600860678
8,0.4191904067993164,0.19549634660274676,0.7814677429389075
9,0.38276782631874084,0.6857035850286002,0.9541389756453097
10,0.34058308601379395,0.6914420091395429,0.9750462559115642
11,0.3062891662120819,0.6791045563345914,0.9747816738210775
12,0.27332574129104614,0.6779405006697902,0.9751467075008602
13,0.2471662014722824,0.6728483489581149,0.975759344950273
14,0.243599534034729,0.658042942639805,0.9738485659091801
15,0.23689943552017212,0.6779987922321649,0.9761671021286407
16,0.2195555865764618,0.6395565967783293,0.9743641711770561
17,0.20372596383094788,0.6433773785672362,0.9743267896553457
18,0.1916690319776535,0.6461927955961423,0.973648376889268
19,0.17999477684497833,0.6740870703985105,0.9772226610390429
20,0.18037301301956177,0.6636147709057038,0.9735692226821736
21,0.17814096808433533,0.6848060126777096,0.9767967302660479
22,0.17196209728717804,0.6563802263702443,0.9757797131343227
23,0.16102468967437744,0.6622804754907715,0.9766519301356227
24,0.15702062845230103,0.6790823470001697,0.9757838315530623
25,0.1520782709121704,0.6708080114774375,0.9765146676146738
26,0.15353229641914368,0.6583495396118889,0.9720001034372783
27,0.1476067751646042,0.6967962726015304,0.9772369851460773
28,0.14441809058189392,0.6779564734526962,0.9765364915222207
29,0.14213797450065613,0.6685941538323044,0.9760897986159484
30,0.13940483331680298,0.6776901484114004,0.9765570581723697
31,0.1374526172876358,0.6752210281724033,0.9758102713955578
32,0.13142143189907074,0.6871413248635287,0.9775083208908797
33,0.13212813436985016,0.6794037314208253,0.9767434669511408
34,0.1282285451889038,0.6886900420907245,0.9779914380365808
35,0.12591087818145752,0.6892712312116462,0.9777478781851596
36,0.12683898210525513,0.7051417891064161,0.9785442808304208
37,0.12842190265655518,0.6672522582178946,0.9755485554137806
38,0.12547215819358826,0.6924788244224117,0.976938275719727
39,0.12360037118196487,0.6704264202989227,0.976365337240972
40,0.12197989225387573,0.6740502415943369,0.9773377318599429
41,0.118406742811203,0.6778241842027846,0.9777445330969268
42,0.1166844516992569,0.674671693744869,0.9775207062803769
43,0.1206878274679184,0.6800624837175017,0.976728079612695
44,0.11648883670568466,0.6824092066003048,0.9774727058629696
45,0.11493456363677979,0.6782390478360956,0.9772711366181411
46,0.1154269278049469,0.6898716110943184,0.9782378624075052
47,0.11695533990859985,0.676326493946516,0.9752449473603321
48,0.11391783505678177,0.6740110672912059,0.9770040858717087
49,0.11325804144144058,0.6897282971784858,0.9772371985288061
50,0.1115572601556778,0.6776748459214296,0.9768677289411473
51,0.11048342287540436,0.6914003706601265,0.9783032811114395
52,0.11270107328891754,0.668969780530949,0.9755560629576855
53,0.11052532494068146,0.6937140454131199,0.9782817917231942
54,0.11171033978462219,0.691732422573101,0.9775301621455467
55,0.10879585146903992,0.6908535646556301,0.9784943742921967
56,0.10714605450630188,0.6972839952382616,0.9784842758491974
57,0.10785066336393356,0.6930551532577518,0.9778778848420898
58,0.10741964727640152,0.6946746106305962,0.9781059279615651
59,0.10650999844074249,0.6869314281161034,0.9780687429432602
60,0.10554461181163788,0.6835915536449716,0.9780609896153865
61,0.10316582024097443,0.6942971192684331,0.9779291824927732
62,0.10501467436552048,0.7007855145961887,0.9797360497520514
63,0.10394047200679779,0.7086311636636725,0.9798733300058635
64,0.10556407272815704,0.6918732917289342,0.978848075131483
65,0.10363162308931351,0.6986408254640678,0.978793679099451
66,0.10406491905450821,0.6975357300279581,0.9783449552487608
67,0.10121284425258636,0.7125763201871009,0.9803869879774959
68,0.1073850467801094,0.7076919281934362,0.9790609064344238
69,0.09685996174812317,0.7209193053898503,0.9809277843368753
70,0.1014040857553482,0.7236644209736697,0.9807661089273083
71,0.1005796268582344,0.7256511477785609,0.9812908013589824
72,0.10558457672595978,0.725066664072179,0.9802217954443098
73,0.10340572893619537,0.7268109250746524,0.9807491732200887
74,0.10014399141073227,0.7368893620330225,0.9819801592921548
75,0.099953293800354,0.7399643823878523,0.979981059128084
76,0.1023261547088623,0.7440020178712384,0.9820861742966824
77,0.10039296746253967,0.7479753203911259,0.9822231544347297
78,0.0969175398349762,0.7634177426610411,0.9820097169559722
79,0.09486347436904907,0.7630517482788634,0.9838403633196466
80,0.09684906154870987,0.775746514461671,0.9850090637477147
81,0.09969718009233475,0.7559483078136455,0.9835876259798433
82,0.1038322001695633,0.7595305382811718,0.982857413323867
83,0.09475159645080566,0.7800519240910777,0.9853252387117973
84,0.0939565971493721,0.772676398655116,0.9845732694812599
85,0.0949859619140625,0.7694474852755171,0.984486560090714
86,0.08970261365175247,0.7800026078797374,0.9853391247544252
87,0.09500101953744888,0.7942500071663194,0.9859092957555375
88,0.08965156972408295,0.7806706250393333,0.9852825755249085
89,0.09176087379455566,0.7725668149111684,0.984847424412094
90,0.0898294523358345,0.7856659403953289,0.9854470035810684
91,0.09710224717855453,0.800270289509168,0.9858702762445756
92,0.09045404940843582,0.7936489785544563,0.985932115375537
93,0.09210564941167831,0.7903823410745536,0.9854552216014574
94,0.0890590250492096,0.8058730475722189,0.9866450474822417
95,0.09349526464939117,0.8121318013269592,0.986797380738255
96,0.0895090401172638,0.8100281537549235,0.9863492276953816
97,0.08775138854980469,0.8076524411065703,0.9863463512504665
98,0.08233384042978287,0.8214949714156466,0.9878087661055617
99,0.09344179183244705,0.8264250482457198,0.9860589535020703
100,0.0867406576871872,0.8247290769673344,0.9872153931676054
