TF_gene,Target_gene
ETV3,ZFP42
NRIP1,ZFP42
KLF4,ZFP42
JARID2,ZFP42
OTX2,ZFP42
PRDM14,ZFP42
MEF2C,ZFP42
SOX2,ZFP42
ESRRB,ZFP42
POU5F1,ZFP42
SOX2,ADAM19
GATA3,ADAM19
MEF2C,ADAM19
POU5F1,ADAM19
SOX17,ADAM19
EOMES,ADAM19
KLF4,ADAM19
SALL4,ADAM19
SOX2,CARHSP1
KLF4,CARHSP1
NRIP1,CARHSP1
NANOG,CARHSP1
TBX3,CARHSP1
NANOG,SRSF1
NRIP1,SRSF1
POU5F1,SRSF1
KLF4,SRSF1
SOX2,SRSF1
EOMES,CD9
SOX2,CD9
KLF4,CD9
GATA3,CD9
NRIP1,CD9
JARID2,CD9
ESRRB,CD9
POU5F1,CD9
KLF4,MIR466F-2
OTX2,MIR466F-2
TBX3,MIR466F-2
GATA3,PLATR16
KLF4,PLATR16
NRIP1,NKRF
JARID2,NKRF
MEF2C,NKRF
GATA3,NKRF
PRDM14,ASXL1
NANOG,ASXL1
GATA3,ASXL1
KLF4,ASXL1
POU5F1,ASXL1
SMAD7,ASXL1
KLF4,ODC1
JARID2,ODC1
MEF2C,ODC1
POU5F1,ODC1
SUZ12,ODC1
OTX2,ODC1
ESRRB,CHD4
KLF4,CHD4
SOX2,CHD4
SUZ12,NEU1
NR5A2,NEU1
ETV3,NEU1
SOX2,NEU1
NANOG,NEU1
GATA3,NEU1
SALL4,NEU1
SALL4,RUVBL1
POU5F1,RUVBL1
SOX2,RUVBL1
NANOG,RUVBL1
ZFP281,RUVBL1
NANOG,DDB2
KLF4,DDB2
SALL4,DDB2
TBX3,NFATC3
POU5F1,NFATC3
KLF4,NFATC3
NANOG,NFATC3
NANOG,MORC4
ESRRB,MORC4
GATA3,MORC4
SOX2,MORC4
POU5F1,MORC4
EOMES,MORC4
SALL4,MORC4
JARID2,MORC4
KLF4,MORC4
NANOG,BEX4
SOX2,BEX4
POU5F1,BEX4
MSC,BEX4
GATA3,HEY2
POU5F1,HEY2
SOX2,HEY2
CBX8,HEY2
ZFAND3,HEY2
TCEA3,HEY2
KLF4,HEY2
MYC,SPARC
JARID2,SPARC
NANOG,SPARC
POU5F1,SPARC
ESRRB,SPARC
KLF4,SPARC
GATA3,SPARC
ZFP42,SPARC
NRIP1,SPARC
TBX3,SPARC
KLF4,CDIPT
EOMES,CDIPT
SOX2,CDIPT
ESRRB,CDIPT
GATA3,CDIPT
SOX2,UNG
JARID2,UNG
MYCN,UNG
PRDM14,UNG
GATA3,UNG
NANOG,UNG
SALL4,UNG
POU5F1,UNG
JARID2,MYO5B
EOMES,MYO5B
NANOG,MYO5B
GATA3,MYO5B
POU5F1,MYO5B
MEF2C,MYO5B
SMAD7,MYO5B
SOX2,MYO5B
